"tweetid","user_display_name","tweet_text","clean_text","troll_or_not"
706852485445636096,"Andy Sparks","#SuperheroWeDeserve fridge raider. She eats everything while you're out, so you stop eating after 6 pm https://t.co/3pkzGbC4jO","#SuperheroWeDeserve fridge raider She eats everything while youre out so you stop eating after pm",1
964402928764071936,"曲剑明","＠null It is 08:32 CET now","null It is CET now",1
657140671036309504,"080da9e6b0c293d8e7abe6115605790ec8bc9a5c75a2b3e60539e67e3f100875","Salem accident victim had to wait for rescue until power was cut from live wires","Salem accident victim had to wait for rescue until power was cut from live wires",1
1275468635797164035,"IngrahamAngle","They refuse to admit that the Antifa/BLM protests have destroyed their credibility on the issue, along with their e… https://t.co/YEpvNjqebd","They refuse to admit that the AntifaBLM protests have destroyed their credibility on the issue along with their e",0
867843277504094209,"Oakland Online","Survey finds surge in homelessness in Oakland, Alameda County https://t.co/cBlcCiEdD9 https://t.co/LUsZ5B5TI9","Survey finds surge in homelessness in Oakland Alameda County",1
1249203446340861952,"ulywang","@LunaNLin Some will say as many already have :""that's what happens when you banish foreign correspondents from China."" Facts be damned too.","Some will say as many already have thats what happens when you banish foreign correspondents from China Facts be damned too",0
765872918358331393,"Jenna Abrams","@SergioSarzedo that's a regular thing, actually","thats a regular thing actually",1
1216700793480523782,"ntzp18mPTCxzxnSn+keI3gu3fIU3KMh77zj2yTROQ=","though considerable: a gentleman�s manor-house","though considerable a gentlemans manorhouse",1
1286732502275686400,"IngrahamAngle","A&amp;E Viewership Takes Nosedive In Aftermath Of ‘Live PD’ Cancellation | The Daily Caller https://t.co/w0XFwnCSz2","AampE Viewership Takes Nosedive In Aftermath Of Live PD Cancellation The Daily Caller",0
1294705434239086599,"TheEconomist","This awful year could, paradoxically, be a good one for convergence. Few emerging markets will grow at all, but adv… https://t.co/gwB8tSPvaX","This awful year could paradoxically be a good one for convergence Few emerging markets will grow at all but adv",0
946177092982583296,"W8p+9rcodeTsTUcwjGDN0fflucRtDy5fcQiTi1P+OGU=","Chrissy Teigen's flight turned around after 4 hours and she's furious https://t.co/4ktDXYBUsc… https://t.co/J0RKFvHfq0","Chrissy Teigens flight turned around after hours and shes furious",1
647831731115020289,"derrickmc","Sexy naked women and nude girls, Hot Lingerie Models Wearing High Heels 684 Hot Janis and … http://t.co/lU8wVtXXyk http://t.co/0rGrFSwXHy","Sexy naked women and nude girls Hot Lingerie Models Wearing High Heels Hot Janis and",1
1152675189055844352,"upbeat❄️","i should have febreeze on me","i should have febreeze on me",1
578635661986504704,"New Orleans Online","Saints' Drew Brees will deliver speech to Mississippi high school athletes, website says  #news","Saints Drew Brees will deliver speech to Mississippi high school athletes website says #news",1
1300925804474372097,"FrankLuntz","Live shot of the replies to my previous tweet: https://t.co/983OGEMBxS","Live shot of the replies to my previous tweet",0
607950670897934336,"e39056f8a6ed87cda6bc22cbfff630425677170a2fdd21aa132e158eec50d19e","Concur expense classification A meal for $1845 in NYC is definitely NOT ""Meals - Recruiting"" http://t.co/VmE6vxWkZe https://t.co/sPSc54oFbq","Concur expense classification A meal for in NYC is definitely NOT Meals Recruiting",1
1239626644538773506,"supchinanews","When will the Chinese Basketball Association resume play? A report last Wednesday said as early as April 2, but man… https://t.co/jnfq9oojTI","When will the Chinese Basketball Association resume play A report last Wednesday said as early as April but man",0
1300507145742495746,"AndrewYang","@EnnnDeee @DanPriceSeattle In the works should air next week 👍","In the works should air next week",0
1293942399367090183,"maggieNYT","@AirlineFlyer @nytimes @USPS I did not say it was * my * piece, I said the Times is doing a piece. This is where Tw… https://t.co/ZcsLbsjZg0","I did not say it was my piece I said the Times is doing a piece This is where Tw",0
674122499588808704,"ChinaRealTime","Photos: How residents are dealing with Beijing's toxic air pollution https://t.co/okgvVNQ07O https://t.co/ZmC2JqsjSQ","Photos How residents are dealing with Beijings toxic air pollution",0
1095424560713867265,"AmbJohnBolton","Venezuelans took to the streets to honor student protestors who have died at the hands of Maduro’s thugs. Their dem… https://t.co/eSnSgzhgu0","Venezuelans took to the streets to honor student protestors who have died at the hands of Maduros thugs Their dem",0
1138559270805495808,"newtgingrich","Poor Joe, he can't even remember his own positions. He just keeps throwing out whatever he thinks will appease the… https://t.co/efTBYKpRSs","Poor Joe he can not even remember his own positions He just keeps throwing out whatever he thinks will appease the",0
384478407532101633,"emiliya naum","Those: Freshman, Sophomore, Junior, and Senior imagine pictures of 1D are killinngggg meee","Those Freshman Sophomore Junior and Senior imagine pictures of 1D are killinngggg meee",1
997105444526190592,"GregPoling","Delays, downgrades, and diminished hopes for the U.S.-Philippine Enhanced Defense Cooperation Agreement are endange… https://t.co/G08Dhwr0ub","Delays downgrades and diminished hopes for the USPhilippine Enhanced Defense Cooperation Agreement are endange",0
551045078081212416,"03a9d7c823d499979ebf80b7aeb216ed64eb9034a146f917a07aea80abab7b13","Foke South Korea's dark secret: The remote islands that hide slave farms where cruel families send menta... http://t.co/lPYzsOhESA #Foke","Foke South Koreas dark secret The remote islands that hide slave farms where cruel families send menta #Foke",1
1088775849585696768,"klustout","Need it be said, no News Stream today as we make way for live rolling coverage of the FBI arrest of longtime Trump… https://t.co/tVGr63X1Ed","Need it be said no News Stream today as we make way for live rolling coverage of the FBI arrest of longtime Trump",0
578525571015057408,"0994abf9fb8fe1bf699d0e101e9603b30f369e94a0eec1109e2f654b1a9c5caf","Every time i look at the keyboard, i see that U and I are always together.","Every time i look at the keyboard i see that U and I are always together",1
1189267554075889668,"gadyepstein","This calls for a “Care to revise your statement sir?” Fugitive GIF https://t.co/bHUZSGuunk","This calls for a Care to revise your statement sir Fugitive GIF",0
961511470394675201,"曲剑明","＠null It is 08:01 UTC now","null It is UTC now",1
1222249641271578624,"jmulvenon","‘Massive, long-term campaign to steal U.S. technology’ alleged as Chinese lieutenant, Harvard University professor,… https://t.co/kawtRIjrR8","Massive longterm campaign to steal US technology alleged as Chinese lieutenant Harvard University professor",0
625757581395390465,"7ca1009005708b6f4c4d25c1013ee0d5822494efc7a811000b62ee893e4d9855","http://t.co/TQQBk6mYEe Beat the heat and come workout ???? @deniseschlimgen @HarryOoops @Nick_Dvorak @njs4874 @IamTHErick @_elizabethplata","Beat the heat and come workout _elizabethplata",1
1300890090147704832,"BillKristol","So the AG reports on vague and uncheckable information ascribed to ""federal agents."" This is how Trump uses his con… https://t.co/2mne3OXnEJ","So the AG reports on vague and uncheckable information ascribed to federal agents This is how Trump uses his con",0
1294403427502456832,"RealSexyCyborg","You could hold a Woman in Tech conference every day for the next 100 years, brainstorm how to get more young women… https://t.co/OTQ95No18s","You could hold a Woman in Tech conference every day for the next years brainstorm how to get more young women",0
1094512758148792320,"KaiserKuo","@gabewildau Amen Gabe. Why must it be so binary? I don’t like stripping ordinary people of agency OR those who purs… https://t.co/ItRNw7X9jN","Amen Gabe Why must it be so binary I dont like stripping ordinary people of agency OR those who purs",0
870475907047329793,"春天里",": #RTL reply below if you don't have a mind for having an actress on your mt box. ( hint : 87L, oh yeonjoo, kang chul's. )","#RTL reply below if you don not have a mind for having an actress on your mt box hint 87L oh yeonjoo kang chuls",1
1299361823154561024,"latimes","""It was notable that Senate Majority Leader Mitch McConnell taped his remarks hundreds of miles away in his home st… https://t.co/mUWPGSdCxb","It was notable that Senate Majority Leader Mitch McConnell taped his remarks hundreds of miles away in his home st",0
553150190660493312,"ac9c455dd7f3357000049da8219a1a87c18bfbd06b4c07950157ed4ebfad4ba4","I got the gangsta in me, plus I’m not friendly To a bitch-ass whose mouth runs more laps than the Indy.  – Redman","I got the gangsta in me plus Im not friendly To a bitchass whose mouth runs more laps than the Indy Redman",1
1251653934793601030,"seanhannity","BUSTED! NYT Editor Says Paper Changed Biden Sexual Assault Story Because the ‘Phrasing Was Awkward’ https://t.co/wiuYdZLak7","BUSTED NYT Editor Says Paper Changed Biden Sexual Assault Story Because the Phrasing Was Awkward",0
1125336866377601028,"Hot Pussy Girls (+18)","amateur all over 30 lesbian pics car commercial sex nude pussy fuck of angelina jolie carmen electra nude sasha alexander porno  free sexchat arabian woman  amber jay  sexmachines on stage freeporn  nude guyanese https://t.co/iEuJ0STlIm","amateur all over lesbian pics car commercial sex nude pussy fuck of angelina jolie carmen electra nude sasha alexander porno free sexchat arabian woman amber jay sexmachines on stage freeporn nude guyanese",1
1197587837257826304,"ezraklein","@DrJaneFlegal Exciting to see the complaints of climate twitter and health care twitter converging!","Exciting to see the complaints of climate twitter and health care twitter converging",0
1280246927020511232,"DineshDSouza","He’s ready to close the barn door now that the horses have been stolen https://t.co/QW5IjwYG2u","Hes ready to close the barn door now that the horses have been stolen",0
1258581388028149760,"KamalaHarris","It’s heartbreaking and infuriating that in one of the wealthiest countries in the world, 1 in 5 children are going… https://t.co/gMYHWvCYuC","Its heartbreaking and infuriating that in one of the wealthiest countries in the world in children are going",0
1296270013121298433,"dandrezner","BREAKING: the DNC has advertised the fact that the trade war with China has hurt the U.S. economy.","BREAKING the DNC has advertised the fact that the trade war with China has hurt the US economy",0
375437328166039552,"24hcloud","DO YOU WANT NEW FOLLOWERS ?
VISIT&gt;http://t.co/fXHd5dgTFb
#1000ADAY
#FOLLOWME
#FOLLOWNGAIN
#TEAMFOLLOWBACK
#AUTOFOLLOWBACK
#INSTANTFOLLOWBACK","DO YOU WANT NEW FOLLOWERS VISITgt #1000ADAY #FOLLOWME #FOLLOWNGAIN #TEAMFOLLOWBACK #AUTOFOLLOWBACK #INSTANTFOLLOWBACK",1
506668344490328064,"e18b35556cd304be648a39362aa1281f5be6f614c8a99f5f396790b3c641ca92","Take another shot of jager, shake it so nervously  #rap","Take another shot of jager shake it so nervously #rap",1
596368362785120256,"fde230643125950bccce743024f20fedababd6aa5e00791bfa35543b9ed37169","""Last Day Dream"" a man watches his life pass before him http://t.co/PSKuLwBtLm","Last Day Dream a man watches his life pass before him",1
359532575213101057,"ZTUhI030WiV97FLuXgAU427wsJ1TtqtTBMXjKgShnU=","@optimalharry @pizzzastyles he took one at izod and never posted it :(","he took one at izod and never posted it",1
1285385321606033408,"RichardGrenell","@WSS_Memorial @chadfelixg @TheAdvocateMag @MeetThePress @nbroverman lol. I’m out of govt.","lol Im out of govt",0
654439545304256512,"Pittsburgh Today","QB Ben Roethlisberger Returns To Practice On A Limited Basis  #news","QB Ben Roethlisberger Returns To Practice On A Limited Basis #news",1
1302341566678343682,"CNBC","Walmart+ will launch nationwide September 15, and will cost $98 a year or $12.95 a month. https://t.co/byllpFoMKz","Walmart will launch nationwide September and will cost a year or a month",0
1298780256707411968,"STcom","Gravity-defying global stock markets to end 2020 below pre-Covid highs: Poll https://t.co/bMONLsRv8J","Gravitydefying global stock markets to end below preCovid highs Poll",0
885788840606257152,"Lora Green","Oh, the Fireplaces You'll Go #MakeABookWarm @midnight","Oh the Fireplaces Youll Go #MakeABookWarm midnight",1
776221249957617664,"J","INDYCAR to use standardized body parts in '18: INDYCAR to use standardized body parts in '18 https://t.co/CXGL1BVIsn","INDYCAR to use standardized body parts in INDYCAR to use standardized body parts in",1
1286285391683780608,"thewirechina","When we talk of China’s “rise,” what we really mean is its return. To understand the Chinese worldview today, we mu… https://t.co/tx3tolaC4z","When we talk of Chinas rise what we really mean is its return To understand the Chinese worldview today we mu",0
807737240508047360,"New York City Today","Man Seriously Injured After Hit-and-Run in Manhattan: NYPD https://t.co/j1WZzTao0y https://t.co/luu7OQ4vqh","Man Seriously Injured After HitandRun in Manhattan NYPD",1
1174262197607964673,"5N3QkZXupi0hxx26QXWiCgSJ9R18+3svvwyJfcaM0=","The Forum will be attended by Roman “dvoryrom” Dvoryankin, General Manager of https://t.co/xYljAJvYz9! He will tell you what an esports organization is and how it works, why it’s hard to be a professional e-sportsman, and how much e-sportsmen actually make! https://t.co/OBbvENMuTs","The Forum will be attended by Roman dvoryrom Dvoryankin General Manager of He will tell you what an esports organization is and how it works why its hard to be a professional esportsman and how much esportsmen actually make",1
887206398412546048,"EmilyZFeng","Sunac chairman says he may collab w/Wanda on LeEco. Sunac's dropping shares might indicate that is now a bad idea? 
https://t.co/0Eqw3bfLpY","Sunac chairman says he may collab wWanda on LeEco Sunacs dropping shares might indicate that is now a bad idea",0
747553266414718977,"billmaher","The internet does not just radicalize would-be terrorists, it radicalizes everybody.
https://t.co/K9YAGxYUHA","The internet does not just radicalize wouldbe terrorists it radicalizes everybody",0
741779718551134209,"Pamela Kealer","@NeilTurner_ Glad to hear it! :)","Glad to hear it",1
543711168825532416,"ac831b6dc0a213c9c64a2770276e696343e00c1b8ab29b3e69bf9985bb1fe5cf","My Love Has Got u So Blind That u Couldn't Pick Amy Winehouse Out Of a Line Up  – Eminem","My Love Has Got u So Blind That u Couldn not Pick Amy Winehouse Out Of a Line Up Eminem",1
560896892830097409,"80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7","« If you want the present to be different from the past, study the past. » Spinoza","If you want the present to be different from the past study the past Spinoza",1
1206156242651140096,"JiayangFan","@Diplateevo Working on it with the magazine....","Working on it with the magazine",0
1296895872639348738,"TheEconomist","In the absence of understanding, doctors must fall back on lessons from other illnesses. Lingering symptoms are not… https://t.co/A9upHoKNM6","In the absence of understanding doctors must fall back on lessons from other illnesses Lingering symptoms are not",0
597229043394547712,"New York City Today","Nuke-protesting nun, 85, hopes to be freed from jail  #NewYork","Nukeprotesting nun hopes to be freed from jail #NewYork",1
1301647444430729216,"business","Women are starting to make progress in closing the pay gap with men, especially when being hired for new jobs https://t.co/A7q4kpVLHl","Women are starting to make progress in closing the pay gap with men especially when being hired for new jobs",0
1098308911751458816,"James albert","Follow everyone who likes this 🦅","Follow everyone who likes this",1
1087351095008071680,"A V I","I can’t give Kylie’s business credit. That girl has never struggled a day in her life, people go through hell for their business. She literally only picks the formula, shades and packaging. Self made? Fuck off 😂","I cant give Kylies business credit That girl has never struggled a day in her life people go through hell for their business She literally only picks the formula shades and packaging Self made Fuck off",1
643071437457256448,"derrickmc","Cuttest, Sexiest, Hottest &amp; Beautiful Girls, Sexy Girls In High Heels 221 Hot Janis and he… http://t.co/8q7VnlnBqn http://t.co/VHs0qCEAFo","Cuttest Sexiest Hottest amp Beautiful Girls Sexy Girls In High Heels Hot Janis and he",1
635554135899635712,"7ca1009005708b6f4c4d25c1013ee0d5822494efc7a811000b62ee893e4d9855",".@DC2ALB andrea @AlmightyOver25s Girls @lamcandice Candice @HoggarthDavidso HoggarthDavidson @OllieLomax21 Ollie http://t.co/RJMnuxI12g","andrea Girls Candice HoggarthDavidson Ollie",1
1299866004386914305,"TheEconomist","A survey in 2019 found that more than 1.1m Chinese people have surnames that combine both parents' last names, a te… https://t.co/UGfF92wA5F","A survey in found that more than 1m Chinese people have surnames that combine both parents last names a te",0
945466639381925888,"mxZ1auZT3Uk2tNtsT3jk42gR5BPYOtSRPOQx1kNzo=","VIDEO: How to Pack Jewelry https://t.co/yUf73Lcqyi https://t.co/x00PXUNhOy https://t.co/v1Fi9wPqY8","VIDEO How to Pack Jewelry",1
926503082900512768,"mxZ1auZT3Uk2tNtsT3jk42gR5BPYOtSRPOQx1kNzo=","£120,000 fee for a 15-year-old - is this what really happens in academy football? https://t.co/CroC57fi84","fee for a yearold is this what really happens in academy football",1
1279506043836530693,"realDonaldTrump","....The Fake News Media is being laughed at all over the world! https://t.co/TRX8XdaKgg","The Fake News Media is being laughed at all over the world",0
959584882832818178,"joshchin","China scholar @JimMillward draws out the dark implications of the surveillance state the Communist Party has built… https://t.co/bX4rpGB11Y","China scholar draws out the dark implications of the surveillance state the Communist Party has built",0
1288112393264885763,"austinramzy","Here is Benny Tai’s response https://t.co/BeEoIRqJtJ https://t.co/f6sm0AP94p","Here is Benny Tais response",0
1300750351105175552,"washingtonpost","Opinion: Black Lives Matter and ""antifa"" are not the same thing https://t.co/KeISKlhCmH","Opinion Black Lives Matter and antifa are not the same thing",0
800112846352842753,"阿丽木琴","ItsFoodPorn: Brownie Ice Cream Bar https://t.co/cv0C6PonhS","ItsFoodPorn Brownie Ice Cream Bar",1
1234942361081405442,"KamalaHarris","If you live in...
 
Alabama
American Samoa
Arkansas
California
Colorado
Maine
Massachusetts
Minnesota
North Carolin… https://t.co/6lQBmeQ4D3","If you live in Alabama American Samoa Arkansas California Colorado Maine Massachusetts Minnesota North Carolin",0
1300546172977897472,"MSNBC","In a lengthy Sunday afternoon statement, Joe Biden calls ""the deadly violence"" in Portland ""unacceptable"" and says… https://t.co/HGJzAWloDK","In a lengthy Sunday afternoon statement Joe Biden calls the deadly violence in Portland unacceptable and says",0
1287178317804662784,"newtgingrich","Democrat leaders and protesters in Portland have no endgame except violence and destruction. Much like Seattle, thi… https://t.co/aWhTtkxex7","Democrat leaders and protesters in Portland have no endgame except violence and destruction Much like Seattle thi",0
1222724095051214848,"JoeBiden","As I’ve said many times, health care is deeply personal to me, like it is for so many Americans. I’m proud to stand… https://t.co/TK0Se9p1ta","As Ive said many times health care is deeply personal to me like it is for so many Americans Im proud to stand",0
651190822164033536,"New York City Today","#politics NY capital projects include $8M in pork from 5 ex-senators","#politics NY capital projects include 8M in pork from exsenators",1
540156965830557696,"646a49c2635ade26952722da64c44a1305f4606f6740400b358c5d1426e26c31","Behold, now is the accepted time.","Behold now is the accepted time",1
968329400071737345,"曲剑明","＠null It is 04:36 CET now","null It is CET now",1
964680612543156224,"曲剑明","＠null It is 01:56 UTC now","null It is UTC now",1
923091698665668609,"ZF6wy+ptDhg+hujCcCuln6K2XvMpp2h3L1YnAtEJE=","Recently, YouTube received a large number of reports for Guo Wengui, has stopped Guo Wengui video broadcast.","Recently YouTube received a large number of reports for Guo Wengui has stopped Guo Wengui video broadcast",1
1292806345322663936,"RealSexyCyborg","@cmjones026 @Dazzzahhh @SusanWojcicki @TeamYouTube If you see ads.","If you see ads",0
1300093943758159873,"TheEconomist","The removal of Alexei Navalny could either show that Vladimir Putin no longer controls his own partisans or demonst… https://t.co/C1c8w0avIl","The removal of Alexei Navalny could either show that Vladimir Putin no longer controls his own partisans or demonst",0
686901127086931968,"Seattle Post","Pistorius lawyer: Appeal court ignored athlete’s disability  #sports","Pistorius lawyer Appeal court ignored athletes disability #sports",1
1144417288910770176,"ezraklein","They were literally speechless. That was amazing.","They were literally speechless That was amazing",0
762171781822029824,"a95a911dd6ae864c48ed062cdbe75e5c28dbe0cf57c6db3fa9dd53b654ee9845","First of all, Obama was a terrible president.  Trump will be a better president. https://t.co/AlZvt8Kfb2","First of all Obama was a terrible president Trump will be a better president",1
1244140260323254273,"NqdjC9EM88Dfz9MdCyg9yghVj4JZgbs28Ir6TLaeuok=","@71cD1qesWYr90HH Guo Wengui, the leader of the century scam group, blasted his mouth all day","Guo Wengui the leader of the century scam group blasted his mouth all day",1
1264100520593174528,"S_Rabinovitch","The report, by the way, is from the website of China Fund 中国基金报, published by the People's Daily -- and carried on… https://t.co/EH2aAkWuTT","The report by the way is from the website of China Fund 中国基金报 published by the Peoples Daily and carried on",0
1280131999274074115,"jmulvenon","More than likely, already happening...""The next phase of the internet is likely to be more balkanized, as countries… https://t.co/MMxMPEYUUU","More than likely already happeningThe next phase of the internet is likely to be more balkanized as countries",0
523212250547376128,"billmaher","Ebola on cruise ships now too? You know who's getting the last laugh? Those Orthodox Jews with the plastic bags over their heads.","Ebola on cruise ships now too You know whos getting the last laugh Those Orthodox Jews with the plastic bags over their heads",0
964244672746057728,"曲剑明","＠null It is 22:03 CET now","null It is CET now",1
857706945121325056,"Klausv","niclashill Hi Niclas! We can help out in English via Twitter, but we also have Swedish support via email at https://t.co/2TPzHjcabg 🙂 /RR","niclashill Hi Niclas We can help out in English via Twitter but we also have Swedish support via email at RR",1
1238230185155182593,"ewarren","We can all help slow the spread of coronavirus by taking simple steps. It is important to listen to the public heal… https://t.co/aKt4ZvQUWx","We can all help slow the spread of coronavirus by taking simple steps It is important to listen to the public heal",0
1296467051289214977,"nytimes","At least 2 people have died in the fires burning across Northern California: a helicopter pilot on a water-dropping… https://t.co/6mdab8qeX4","At least people have died in the fires burning across Northern California a helicopter pilot on a waterdropping",0
1085869906170601472,"meifongwriter","Weirdest headline of the day, and it's just 7am. ⁦@jonathaneig⁩  https://t.co/iZuj8vrFE5","Weirdest headline of the day and its just 7am",0
1017128924927725570,"SenSanders","We spend $700 billion on defense, more than the next 10 nations combined, and end up with 30 million uninsured and… https://t.co/94ypKpMCzV","We spend billion on defense more than the next nations combined and end up with million uninsured and",0
1238220630845272065,"BonnieGlaser","@Realmoiise There may have been influenza cases all over the world that in fact were @coronavirus. That doesn't pro… https://t.co/SH8NksdKX9","There may have been influenza cases all over the world that in fact were That doesn not pro",0
1291716830734753792,"karaswisher","This is the problem with the either purposefully vague or badly written EO 👇 https://t.co/TB3dpxm5sB","This is the problem with the either purposefully vague or badly written EO",0
1238732156773396480,"You_Shu_China","Beijing is discussing the 2020 GDP growth target, now that we’re picking up the pieces and assessing the damage. If… https://t.co/vzG9AuNcVW","Beijing is discussing the GDP growth target now that were picking up the pieces and assessing the damage If",0
1167502474946568193,"ByChunHan","The gap between the last Communist Party plenum in early 2018 and coming October plenum is the longest interval bet… https://t.co/K7DmJ62n2s","The gap between the last Communist Party plenum in early and coming October plenum is the longest interval bet",0
656897327035092993,"Newspeak Daily","Web module helps patients decide about lung cancer screening  #health","Web module helps patients decide about lung cancer screening #health",1
1264619549497929728,"gadyepstein","Quarantine TV rec: Discovered that ""Extras"" is on Netflix in the US. I don't recall having seen the Ben Stiller epi… https://t.co/xdgOZUWFQN","Quarantine TV rec Discovered that Extras is on Netflix in the US I don not recall having seen the Ben Stiller epi",0
791711031139729408,"HillaryClinton","""Dignity and respect for women and girls is also on the ballot this election.” —Hillary https://t.co/tTgeqxNqYm","Dignity and respect for women and girls is also on the ballot this election Hillary",0
1202037400626585601,"Junmai1103","The bill suggests that Chen Quanguo, Communist Party chief for Xinjiang, should be one of the officials targeted by… https://t.co/mQCdinNzd7","The bill suggests that Chen Quanguo Communist Party chief for Xinjiang should be one of the officials targeted by",0
1287810688241602562,"BeijingPalmer","there was a study that confirmed this a couple of years ago, but I noticed it when I asked upper-middle-class peopl… https://t.co/Nxo9EIkY8B","there was a study that confirmed this a couple of years ago but I noticed it when I asked uppermiddleclass peopl",0
625762625607995392,"7c98fcf3412346d244ebad13c593b0426597f333e2c58b2e9ddeab011d0745c3","http://t.co/CaMZAgaxFO I'm really down for it girlie Its such a good workout!! @GoneInTheMorn @meganmaycairns @xo_Jerickaaa @AintMyFaultTho","Im really down for it girlie Its such a good workout AintMyFaultTho",1
1019674234472329217,"ChinaFile","The encounter with what he called the “other hemisphere” of humanity also left him “convinced of this obvious fact-https://t.co/nWthrJirtm","The encounter with what he called the other hemisphere of humanity also left him convinced of this obvious fact",0
1227154637016317952,"QiZHAI","@danwwang @S_Rabinovitch @Reuters Thx. There are policies announced already.","Thx There are policies announced already",0
1197342297106444288,"ruima","@alexeyguzey As a psych prof he must be very aware of power of heuristics. As neurosci prof he must realize humans… https://t.co/8fcOXy7CRv","As a psych prof he must be very aware of power of heuristics As neurosci prof he must realize humans",0
1289734510964281345,"realDonaldTrump","Congressman Jason Smith (@JasonSmithMO) is a conservative warrior for Missouri! He helped us Cut your Taxes, Build… https://t.co/NuKvZgzGeq","Congressman Jason Smith is a conservative warrior for Missouri He helped us Cut your Taxes Build",0
1297810744554270720,"NewYorker","In January, Nneka Ogwumike helped negotiate a historic agreement for the W.N.B.A.'s players' union. A couple of mon… https://t.co/a0Ju65f1oL","In January Nneka Ogwumike helped negotiate a historic agreement for the WNBAs players union A couple of mon",0
1049772184917434369,"HillaryClinton","I spoke at Oxford University today about the challenges ahead of us, both abroad and at home, and how we can come t… https://t.co/LgsOozZMBK","I spoke at Oxford University today about the challenges ahead of us both abroad and at home and how we can come t",0
1124978629987844096,"YuanfenYang","@jieegvxxx @EmilyZFeng @suelinwong that's ""t'pub"" where I'm from","thats tpub where Im from",0
845740908243013636,"Klausv",": JJKelevra We can help. Have you tried a second cord to narrow it down to the cord? Also do you see any physical damage?","JJKelevra We can help Have you tried a second cord to narrow it down to the cord Also do you see any physical damage",1
1257122813116178433,"brhodes","Trump at the Lincoln Memorial is just a reminder of how tragically and completely he has debased the office that Lincoln once held.","Trump at the Lincoln Memorial is just a reminder of how tragically and completely he has debased the office that Lincoln once held",0
650861613516324864,"Room Of Rumor","Ichiro takes mound for Marlins, Phillies win  #sports","Ichiro takes mound for Marlins Phillies win #sports",1
947984128053530625,"0jFZp2sQdCYj8hUveyN4Llxe2UvFbQgTqxaymZihMM0=","Need some travel inspiration? Here are 365 beaches, one for every day of 2018 http://tandl… https://t.co/fzevYhTTEi","Need some travel inspiration Here are beaches one for every day of",1
1246258510985191425,"jeromeacohen","...a term I use to describe the phenomenon of individual rights activists &amp; lawyers in China often being released f… https://t.co/7vhqUPyB0Z","a term I use to describe the phenomenon of individual rights activists amp lawyers in China often being released f",0
973412748628451328,"QiZHAI","How to ask a question properly during China’s legislature? This female reporter tells everything. https://t.co/0cHUw2FZ8r","How to ask a question properly during Chinas legislature This female reporter tells everything",0
1294294120157126656,"meifongwriter","I grew up in Asia where news was censored. We used to look to BBC and VOA for real news. I met a Russian woman livi… https://t.co/Qds32awVzu","I grew up in Asia where news was censored We used to look to BBC and VOA for real news I met a Russian woman livi",0
961603215291711488,"曲剑明","＠null It is 14:09 UTC now","null It is UTC now",1
877700833961324544,"EricTrump","Congratulations to @NewtGingrich on his book #UnderstandingTrump going to #1! I was honored to write the foreword!… https://t.co/DcDFLyiHJN","Congratulations to on his book #UnderstandingTrump going to # I was honored to write the foreword",0
511770362967621632,"akaDashan","Can't see that rumors of CCTV canceling Spring Festival Gala 2015 have any validity or I wouldn't be here once again. http://t.co/AUBR91o4Jl","Can not see that rumors of CCTV canceling Spring Festival Gala have any validity or I wouldn not be here once again",0
790137776545079296,"阿丽木琴","RPTEEL: Struggling to find more time to share content that will connect with your followers? You don't have to! Use https://t.co/uLt3jeRqfZ","RPTEEL Struggling to find more time to share content that will connect with your followers You don not have to Use",1
743055236189683714,"Lily Mann","7 Things You Can Do Today to Make More Money Every Day: Make these shifts in your life right now and watch th... https://t.co/9u3oopnpB6","Things You Can Do Today to Make More Money Every Day Make these shifts in your life right now and watch th",1
1219082761035710464,"ccni","A Trade Deal Meant to Heal Rifts Could Actually Make Them Worse. Check out Chinese translation and bilingual versio… https://t.co/HeZu01SML0","A Trade Deal Meant to Heal Rifts Could Actually Make Them Worse Check out Chinese translation and bilingual versio",0
851538634885009409,"Klausv",": LaserSonne We'd love to help you with this. DM us more information about the performance issues and we'll get st… https://t.co/ePNjB7M43n","LaserSonne Wed love to help you with this DM us more information about the performance issues and well get st",1
1275510205661564934,"MacroPoloChina","Our database ""The Committee"" currently contains: 

- bilingual biographical data for all CCP Central Committee memb… https://t.co/hMm0z3BprH","Our database The Committee currently contains bilingual biographical data for all CCP Central Committee memb",0
771305729353408512,"Room Of Rumor","Obama visits Midway Atoll, a symbol for his climate, Asia legacy  #environment","Obama visits Midway Atoll a symbol for his climate Asia legacy #environment",1
934515222727069697,"cCKfbv54Zb1Ae41LVtAdUXtpIKCgIVLLYQuiXkx6k=","This new Times Square hotel will be wrapped in New York City's biggest billboard http… https://t.co/iJ4YTmiWQ5","This new Times Square hotel will be wrapped in New York Citys biggest billboard",1
495827941025013760,"playlistroyalty","@TFBBAMreaders V, DMed :D --Eun","V DMed D Eun",1
379721820724662272,"emiliya naum","@real_liam_payne it takes me 20 seconds just for YouTube to load! Slow down.","it takes me seconds just for YouTube to load Slow down",1
871141538889388034,"春天里","#pltl dman yuk? ntar di knock knock -chaeyeon","#pltl dman yuk ntar di knock knock chaeyeon",1
784416242648088576,"阿丽木琴","PLAYMFS: #ptl rep for follow jaemyjams","PLAYMFS #ptl rep for follow jaemyjams",1
